order_id,order_date,customer_id,payment_method,status,shipping_fee
ORD-019808,2025-09-09,CUST-11685,Maya,Completed,133
ORD-007012,2024-09-12,CUST-10406,COD,Completed,112
ORD-001791,2024-03-11,CUST-10008,COD,Completed,77
ORD-004284,2024-06-10,CUST-05487,Credit Card,Returned,110
ORD-008304,2024-10-23,CUST-05294,GCash,Completed,114
ORD-016496,2025-06-15,CUST-04635,GCash,Completed,148
ORD-015171,2025-05-08,CUST-03251,COD,Completed,98
ORD-023106,2025-11-26,CUST-10322,COD,Completed,67
ORD-024914,2025-12-30,CUST-05503,GCash,Completed,85
ORD-004408,2024-06-15,CUST-11099,GCash,Cancelled,61
ORD-021421,2025-10-17,CUST-03242,Credit Card,Returned,110
ORD-015251,2025-05-10,CUST-03114,COD,Completed,98
ORD-018479,2025-08-07,CUST-00466,COD,Cancelled,97
ORD-012101,2025-02-06,CUST-01360,GCash,Completed,119
ORD-007376,2024-09-24,CUST-09144,GCash,Completed,101
ORD-015139,2025-05-07,CUST-00028,Bank Transfer,Completed,124
ORD-000027,2024-01-02,CUST-03158,Maya,Completed,80
ORD-015135,2025-05-07,CUST-09376,GCash,Completed,63
ORD-022656,2025-11-15,CUST-10953,Credit Card,Completed,149
ORD-021059,2025-10-10,CUST-04768,GCash,Completed,111
ORD-017467,2025-07-11,CUST-07538,GCash,Completed,109
ORD-019153,2025-08-25,CUST-05843,COD,Completed,102
ORD-008286,2024-10-23,CUST-01516,ShopeePay,Completed,70
ORD-004891,2024-07-03,CUST-10250,COD,Completed,78
ORD-008015,2024-10-13,CUST-10148,COD,Completed,61
ORD-004654,2024-06-25,CUST-05926,COD,Completed,78
ORD-023939,2025-12-12,CUST-10083,Maya,Completed,77
ORD-024682,2025-12-26,CUST-07151,Credit Card,Completed,110
ORD-009436,2024-11-27,CUST-05596,Credit Card,Completed,132
ORD-013367,2025-03-15,CUST-05856,GCash,Completed,63
ORD-017687,2025-07-17,CUST-03339,GCash,Completed,119
ORD-024904,2025-12-30,CUST-00350,Maya,Completed,85
ORD-023781,2025-12-11,CUST-05753,COD,Completed,58
ORD-001060,2024-02-11,CUST-10091,COD,Completed,65
ORD-016833,2025-06-24,CUST-02642,Credit Card,Completed,119
ORD-010912,2024-12-31,CUST-08236,COD,Cancelled,85
ORD-003220,2024-05-02,CUST-08040,Credit Card,Cancelled,169
ORD-001342,2024-02-23,CUST-06892,GCash,Completed,108
ORD-011239,2025-01-10,CUST-09373,COD,Cancelled,108
ORD-020528,2025-09-27,CUST-01327,Maya,Completed,78
ORD-022475,2025-11-11,CUST-01925,GCash,Completed,86
ORD-008359,2024-10-25,CUST-08896,Credit Card,Completed,88
ORD-013524,2025-03-19,CUST-01836,GCash,Completed,71
ORD-006318,2024-08-22,CUST-07724,COD,Completed,112
ORD-011638,2025-01-24,CUST-03950,COD,Completed,89
ORD-000780,2024-01-31,CUST-09334,COD,Completed,64
ORD-007404,2024-09-26,CUST-01972,COD,Returned,72
ORD-024456,2025-12-21,CUST-04675,COD,Completed,74
ORD-020694,2025-10-01,CUST-04483,COD,Completed,124
ORD-020439,2025-09-24,CUST-11008,Maya,Completed,147
ORD-013973,2025-04-01,CUST-11300,COD,Cancelled,52
ORD-014878,2025-04-30,CUST-08105,GCash,Completed,137
ORD-000941,2024-02-05,CUST-03479,GCash,Completed,64
ORD-024000,2025-12-12,CUST-04944,COD,Completed,54
ORD-005835,2024-08-06,CUST-05143,ShopeePay,Returned,161
ORD-015164,2025-05-07,CUST-10986,Maya,Completed,97
ORD-012635,2025-02-21,CUST-01793,ShopeePay,Completed,109
ORD-020045,2025-09-14,CUST-02272,COD,Completed,82
ORD-014601,2025-04-22,CUST-03629,GCash,Completed,71
ORD-003376,2024-05-08,CUST-00821,Credit Card,Completed,126
ORD-020779,2025-10-03,CUST-09659,GCash,Completed,53
ORD-010491,2024-12-20,CUST-07339,GCash,Completed,76
ORD-001319,2024-02-21,CUST-07340,GCash,Completed,76
ORD-019897,2025-09-10,CUST-03990,Bank Transfer,Completed,126
ORD-024010,2025-12-12,CUST-02713,COD,Returned,115
ORD-005655,2024-07-31,CUST-06627,Maya,Completed,92
ORD-011090,2025-01-06,CUST-11879,GCash,Returned,70
ORD-013918,2025-03-30,CUST-02204,Credit Card,Completed,114
ORD-019502,2025-09-03,CUST-07913,GCash,Cancelled,71
ORD-021219,2025-10-12,CUST-01516,COD,Returned,52
ORD-014409,2025-04-15,CUST-02057,COD,Cancelled,100
ORD-006764,2024-09-06,CUST-11232,GCash,Completed,74
ORD-014215,2025-04-10,CUST-03950,GCash,Completed,101
ORD-023457,2025-12-04,CUST-09720,GCash,Completed,96
ORD-007202,2024-09-18,CUST-03378,Unknown,Completed,108
ORD-012007,2025-02-03,CUST-06229,Credit Card,Completed,73
ORD-012402,2025-02-15,CUST-02192,ShopeePay,Completed,151
ORD-013144,2025-03-08,CUST-11475,COD,Completed,61
ORD-010263,2024-12-15,CUST-02478,Bank Transfer,Completed,49
ORD-003932,2024-05-29,CUST-09641,ShopeePay,Completed,124
ORD-017833,2025-07-21,CUST-07993,GCash,Completed,95
ORD-001287,2024-02-20,CUST-08928,GCash,Completed,129
ORD-015372,2025-05-13,CUST-00506,Credit Card,Completed,91
ORD-017040,2025-06-29,CUST-11304,COD,Cancelled,56
ORD-007116,2024-09-15,CUST-03457,COD,Completed,152
ORD-006608,2024-08-31,CUST-11583,COD,Completed,89
ORD-023416,2025-12-03,CUST-03012,COD,Cancelled,108
ORD-022438,2025-11-11,CUST-06676,GCash,Completed,115
ORD-021808,2025-10-27,CUST-05460,GCash,Completed,69
ORD-012423,2025-02-15,CUST-00770,GCash,Completed,64
ORD-024431,2025-12-20,CUST-05482,Bank Transfer,Completed,105
ORD-014939,2025-05-01,CUST-00662,COD,Completed,113
ORD-014537,2025-04-19,CUST-01453,COD,Cancelled,176
ORD-022285,2025-11-08,CUST-01725,COD,Completed,109
ORD-021650,2025-10-23,CUST-09668,Credit Card,Completed,81
ORD-012173,2025-02-08,CUST-06365,Maya,Completed,145
ORD-013893,2025-03-30,CUST-07438,ShopeePay,Returned,162
ORD-016884,2025-06-25,CUST-01333,Maya,Completed,127
ORD-006491,2024-08-28,CUST-05824,GCash,Returned,80
ORD-006607,2024-08-31,CUST-02016,Maya,Completed,138
ORD-010256,2024-12-14,CUST-03487,GCash,Completed,86
ORD-017347,2025-07-08,CUST-08878,GCash,Completed,138
ORD-000122,2024-01-05,CUST-03181,GCash,Completed,111
ORD-004622,2024-06-23,CUST-05861,COD,Cancelled,166
ORD-004027,2024-05-31,CUST-03173,COD,Completed,149
ORD-021117,2025-10-10,CUST-02671,Credit Card,Completed,120
ORD-013090,2025-03-07,CUST-01038,GCash,Completed,142
ORD-007589,2024-10-01,CUST-09720,COD,Completed,91
ORD-003867,2024-05-27,CUST-08367,Credit Card,Completed,88
ORD-015577,2025-05-18,CUST-00800,GCash,Completed,172
ORD-007381,2024-09-25,CUST-07302,COD,Completed,134
ORD-012944,2025-03-03,CUST-08603,Bank Transfer,Completed,67
ORD-015181,2025-05-08,CUST-11769,ShopeePay,Completed,49
ORD-000695,2024-01-28,CUST-03070,GCash,Completed,77
ORD-004784,2024-06-30,CUST-04437,GCash,Completed,53
ORD-005141,2024-07-13,CUST-10100,COD,Completed,61
ORD-017325,2025-07-07,CUST-00518,COD,Returned,123
ORD-017199,2025-07-04,CUST-04212,COD,Completed,120
ORD-001637,2024-03-06,CUST-02665,GCash,Completed,139
ORD-014098,2025-04-06,CUST-09867,COD,Completed,79
ORD-023790,2025-12-11,CUST-08366,COD,Completed,173
ORD-011951,2025-02-01,CUST-07051,GCash,Completed,128
ORD-014423,2025-04-16,CUST-04978,GCash,Completed,118
ORD-005421,2024-07-23,CUST-00578,COD,Cancelled,91
ORD-017218,2025-07-04,CUST-04852,Maya,Completed,164
ORD-007937,2024-10-11,CUST-08689,GCash,Completed,139
ORD-009125,2024-11-15,CUST-08408,COD,Cancelled,68
ORD-008696,2024-11-05,CUST-07672,Maya,Completed,74
ORD-018161,2025-07-30,CUST-08062,COD,Completed,110
ORD-005286,2024-07-19,CUST-07442,GCash,Completed,138
ORD-019804,2025-09-09,CUST-09113,GCash,Completed,57
ORD-004446,2024-06-17,CUST-01024,GCash,Completed,164
ORD-000935,2024-02-05,CUST-01559,Maya,Returned,110
ORD-006858,2024-09-09,CUST-10085,Maya,Completed,68
ORD-016909,2025-06-26,CUST-08894,Maya,Completed,165
ORD-009478,2024-11-28,CUST-09074,COD,Cancelled,158
ORD-018100,2025-07-28,CUST-00124,GCash,Completed,125
ORD-012964,2025-03-03,CUST-11069,GCash,Completed,55
ORD-019815,2025-09-09,CUST-05894,GCash,Completed,151
ORD-014983,2025-05-02,CUST-07810,GCash,Completed,55
ORD-022457,2025-11-11,CUST-05097,GCash,Completed,107
ORD-004889,2024-07-03,CUST-07035,COD,Completed,92
ORD-007162,2024-09-16,CUST-02268,COD,Completed,175
ORD-009856,2024-12-08,CUST-03609,ShopeePay,Completed,70
ORD-022689,2025-11-15,CUST-11456,ShopeePay,Completed,88
ORD-019350,2025-08-30,CUST-06850,COD,Completed,58
ORD-001902,2024-03-15,CUST-06258,COD,Completed,136
ORD-006747,2024-09-05,CUST-01022,GCash,Returned,130
ORD-021295,2025-10-14,CUST-09044,GCash,Cancelled,143
ORD-018578,2025-08-10,CUST-00459,COD,Completed,57
ORD-020304,2025-09-20,CUST-04439,COD,Completed,107
ORD-006583,2024-08-30,CUST-09854,GCash,Completed,58
ORD-017291,2025-07-06,CUST-08429,GCash,Completed,108
ORD-017612,2025-07-15,CUST-01127,Maya,Completed,69
ORD-021322,2025-10-14,CUST-10809,COD,Completed,104
ORD-009105,2024-11-15,CUST-08915,COD,Completed,110
ORD-012070,2025-02-05,CUST-04642,Credit Card,Completed,113
ORD-013389,2025-03-15,CUST-04326,COD,Completed,131
ORD-022743,2025-11-16,CUST-00679,Credit Card,Completed,129
ORD-012752,2025-02-25,CUST-11538,Credit Card,Completed,124
ORD-004477,2024-06-18,CUST-08431,ShopeePay,Completed,57
ORD-004025,2024-05-31,CUST-07659,GCash,Completed,120
ORD-013492,2025-03-18,CUST-08429,COD,Completed,100
ORD-006166,2024-08-16,CUST-04892,GCash,Completed,115
ORD-014064,2025-04-05,CUST-01103,COD,Completed,69
ORD-011189,2025-01-09,CUST-01293,GCash,Completed,109
ORD-021330,2025-10-15,CUST-01103,COD,Completed,49
ORD-006780,2024-09-06,CUST-08376,GCash,Completed,87
ORD-020819,2025-10-04,CUST-11136,Unknown,Completed,78
ORD-017213,2025-07-04,CUST-00076,COD,Completed,77
ORD-005110,2024-07-12,CUST-00587,Credit Card,Completed,104
ORD-016077,2025-06-02,CUST-07279,COD,Cancelled,129
ORD-005815,2024-08-05,CUST-11699,GCash,Completed,99
ORD-018039,2025-07-26,CUST-08531,GCash,Completed,111
ORD-007755,2024-10-06,CUST-04348,COD,Completed,96
ORD-023481,2025-12-05,CUST-07666,Credit Card,Completed,84
ORD-002224,2024-03-27,CUST-07726,GCash,Completed,91
ORD-019799,2025-09-09,CUST-05099,GCash,Completed,62
ORD-003434,2024-05-10,CUST-01662,Maya,Completed,67
ORD-013966,2025-04-01,CUST-08721,Bank Transfer,Cancelled,123
ORD-000125,2024-01-06,CUST-11003,GCash,Cancelled,49
ORD-010229,2024-12-14,CUST-07823,COD,Returned,127
ORD-010711,2024-12-26,CUST-02682,GCash,Completed,65
ORD-018190,2025-07-30,CUST-05080,Maya,Completed,127
ORD-006197,2024-08-17,CUST-04166,ShopeePay,Completed,118
ORD-001018,2024-02-09,CUST-05025,ShopeePay,Completed,82
ORD-000585,2024-01-24,CUST-10466,GCash,Completed,89
ORD-021698,2025-10-24,CUST-11618,COD,Returned,170
ORD-002511,2024-04-07,CUST-03852,GCash,Completed,118
ORD-015834,2025-05-26,CUST-03158,GCash,Completed,108
ORD-015184,2025-05-08,CUST-07484,GCash,Cancelled,112
ORD-024087,2025-12-14,CUST-08813,GCash,Completed,67
ORD-023795,2025-12-11,CUST-02802,COD,Cancelled,110
ORD-005082,2024-07-11,CUST-05588,GCash,Completed,61
ORD-012649,2025-02-22,CUST-04837,Credit Card,Completed,69
ORD-019089,2025-08-24,CUST-02355,COD,Cancelled,79
ORD-015466,2025-05-15,CUST-07880,Credit Card,Completed,140
ORD-011030,2025-01-04,CUST-03291,Unknown,Completed,71
ORD-023167,2025-11-28,CUST-10501,COD,Completed,120
ORD-019149,2025-08-25,CUST-02115,COD,Cancelled,96
ORD-000972,2024-02-07,CUST-10459,Bank Transfer,Completed,108
ORD-011856,2025-01-30,CUST-06355,ShopeePay,Completed,167
ORD-019817,2025-09-09,CUST-07041,GCash,Returned,111
ORD-016262,2025-06-07,CUST-10751,COD,Completed,55
ORD-024228,2025-12-16,CUST-07399,GCash,Completed,118
ORD-000674,2024-01-28,CUST-09720,COD,Cancelled,83
ORD-019238,2025-08-28,CUST-04346,GCash,Completed,62
ORD-009064,2024-11-14,CUST-08684,COD,Cancelled,169
ORD-022758,2025-11-17,CUST-08563,COD,Completed,79
ORD-013750,2025-03-26,CUST-05345,Credit Card,Completed,159
ORD-018657,2025-08-12,CUST-09453,COD,Completed,127
ORD-001554,2024-03-02,CUST-02961,Bank Transfer,Completed,102
ORD-017957,2025-07-25,CUST-06445,Credit Card,Returned,88
ORD-007062,2024-09-14,CUST-00022,Credit Card,Completed,67
ORD-014196,2025-04-10,CUST-08286,GCash,Completed,57
ORD-007821,2024-10-09,CUST-03219,COD,Completed,131
ORD-024982,2025-12-31,CUST-04781,Credit Card,Completed,133
ORD-022946,2025-11-22,CUST-04212,COD,Completed,145
ORD-019396,2025-08-31,CUST-07251,ShopeePay,Completed,98
ORD-019984,2025-09-12,CUST-07684,COD,Completed,105
ORD-000237,2024-01-10,CUST-10880,GCash,Cancelled,102
ORD-010635,2024-12-24,CUST-00011,GCash,Cancelled,106
ORD-005664,2024-08-01,CUST-06931,COD,Returned,114
ORD-023227,2025-11-30,CUST-09910,COD,Completed,115
ORD-008794,2024-11-08,CUST-08720,COD,Completed,104
ORD-004227,2024-06-08,CUST-05799,GCash,Completed,121
ORD-014319,2025-04-13,CUST-10812,COD,Completed,178
ORD-001258,2024-02-18,CUST-11811,COD,Completed,110
ORD-021879,2025-10-29,CUST-10428,COD,Completed,145
ORD-001609,2024-03-04,CUST-02482,COD,Completed,72
ORD-010989,2025-01-03,CUST-10986,GCash,Completed,87
ORD-001042,2024-02-10,CUST-10519,GCash,Completed,79
ORD-011026,2025-01-04,CUST-05294,COD,Cancelled,114
ORD-002400,2024-04-03,CUST-06639,GCash,Completed,126
ORD-007115,2024-09-15,CUST-09411,ShopeePay,Completed,130
ORD-016301,2025-06-08,CUST-00843,COD,Completed,60
ORD-000451,2024-01-18,CUST-02992,Credit Card,Cancelled,59
ORD-005887,2024-08-08,CUST-06091,Bank Transfer,Completed,55
ORD-004073,2024-06-02,CUST-00817,GCash,Completed,104
ORD-015048,2025-05-04,CUST-05886,COD,Completed,92
ORD-022598,2025-11-14,CUST-04521,COD,Completed,62
ORD-015641,2025-05-20,CUST-05341,GCash,Completed,100
ORD-017519,2025-07-13,CUST-04812,Bank Transfer,Cancelled,59
ORD-001774,2024-03-11,CUST-09915,Credit Card,Completed,96
ORD-018974,2025-08-20,CUST-08099,GCash,Completed,104
ORD-014624,2025-04-22,CUST-08339,Bank Transfer,Cancelled,117
ORD-024741,2025-12-27,CUST-10458,GCash,Completed,129
ORD-018031,2025-07-26,CUST-06943,GCash,Completed,139
ORD-008818,2024-11-09,CUST-09382,COD,Completed,67
ORD-009442,2024-11-27,CUST-01975,GCash,Completed,131
ORD-018615,2025-08-10,CUST-11884,GCash,Completed,68
ORD-020131,2025-09-15,CUST-07364,Credit Card,Completed,151
ORD-011158,2025-01-08,CUST-03327,COD,Completed,131
ORD-002765,2024-04-17,CUST-04103,COD,Completed,143
ORD-013925,2025-03-31,CUST-07392,GCash,Completed,53
ORD-012326,2025-02-13,CUST-08388,Maya,Completed,86
ORD-019001,2025-08-21,CUST-03291,GCash,Returned,57
ORD-001333,2024-02-22,CUST-01481,GCash,Completed,103
ORD-000528,2024-01-21,CUST-10173,ShopeePay,Completed,79
ORD-010284,2024-12-15,CUST-07034,Bank Transfer,Completed,86
ORD-009688,2024-12-04,CUST-09341,Credit Card,Completed,103
ORD-017319,2025-07-07,CUST-01807,Credit Card,Completed,148
ORD-004818,2024-07-01,CUST-09058,COD,Completed,122
ORD-020107,2025-09-15,CUST-08184,GCash,Completed,58
ORD-013236,2025-03-11,CUST-08184,Credit Card,Completed,77
ORD-002460,2024-04-05,CUST-06376,COD,Completed,150
ORD-004357,2024-06-13,CUST-09340,GCash,Completed,104
ORD-023242,2025-11-30,CUST-05588,Maya,Completed,77
ORD-023152,2025-11-28,CUST-03268,GCash,Completed,137
ORD-003844,2024-05-26,CUST-00742,ShopeePay,Cancelled,72
ORD-010406,2024-12-18,CUST-04296,ShopeePay,Completed,59
ORD-003100,2024-04-28,CUST-03371,ShopeePay,Completed,114
ORD-011163,2025-01-08,CUST-11787,Credit Card,Cancelled,151
ORD-000156,2024-01-07,CUST-03751,GCash,Completed,78
ORD-004359,2024-06-13,CUST-05124,GCash,Completed,52
ORD-011467,2025-01-17,CUST-11024,GCash,Cancelled,77
ORD-023710,2025-12-09,CUST-04810,COD,Cancelled,125
ORD-021750,2025-10-25,CUST-03352,COD,Completed,86
ORD-005609,2024-07-30,CUST-11176,COD,Completed,163
ORD-006642,2024-09-01,CUST-01697,Credit Card,Completed,130
ORD-014508,2025-04-18,CUST-03813,GCash,Completed,59
ORD-011487,2025-01-18,CUST-00381,Bank Transfer,Completed,111
ORD-012125,2025-02-07,CUST-02257,Credit Card,Completed,54
ORD-022431,2025-11-11,CUST-07321,GCash,Completed,104
ORD-003531,2024-05-13,CUST-03359,ShopeePay,Completed,106
ORD-017026,2025-06-29,CUST-00628,COD,Completed,61
ORD-012131,2025-02-07,CUST-10969,Credit Card,Completed,70
ORD-015313,2025-05-11,CUST-09190,COD,Completed,51
ORD-013812,2025-03-28,CUST-00821,Credit Card,Completed,166
ORD-011405,2025-01-15,CUST-07254,COD,Returned,83
ORD-000379,2024-01-15,CUST-00263,GCash,Completed,99
ORD-014827,2025-04-28,CUST-06001,Credit Card,Cancelled,85
ORD-008659,2024-11-04,CUST-11303,COD,Completed,68
ORD-016229,2025-06-06,CUST-04344,GCash,Completed,68
ORD-023629,2025-12-07,CUST-01189,Maya,Completed,101
ORD-017708,2025-07-18,CUST-00711,COD,Completed,96
ORD-021827,2025-10-28,CUST-02016,Maya,Completed,119
ORD-017185,2025-07-03,CUST-07810,GCash,Completed,75
ORD-015646,2025-05-21,CUST-11695,COD,Completed,149
ORD-024311,2025-12-18,CUST-01517,COD,Completed,70
ORD-007171,2024-09-17,CUST-08658,COD,Cancelled,64
ORD-015620,2025-05-20,CUST-10358,Maya,Completed,95
ORD-009727,2024-12-05,CUST-08002,COD,Completed,99
ORD-007963,2024-10-12,CUST-04139,Credit Card,Completed,109
ORD-014233,2025-04-11,CUST-06145,GCash,Completed,114
ORD-009679,2024-12-04,CUST-11431,ShopeePay,Cancelled,99
ORD-016751,2025-06-21,CUST-11986,Credit Card,Completed,65
ORD-011731,2025-01-26,CUST-08389,COD,Completed,156
ORD-009854,2024-12-08,CUST-00913,ShopeePay,Completed,64
ORD-010661,2024-12-25,CUST-11274,COD,Completed,109
ORD-000092,2024-01-05,CUST-08655,COD,Completed,136
ORD-020829,2025-10-04,CUST-00066,GCash,Cancelled,120
ORD-017422,2025-07-10,CUST-07984,ShopeePay,Completed,68
ORD-024880,2025-12-29,CUST-09729,GCash,Completed,141
ORD-000026,2024-01-02,CUST-07376,COD,Cancelled,105
ORD-023738,2025-12-10,CUST-01845,GCash,Completed,102
ORD-018577,2025-08-09,CUST-05482,ShopeePay,Completed,103
ORD-001492,2024-02-29,CUST-09598,COD,Cancelled,142
ORD-021201,2025-10-11,CUST-04220,Credit Card,Completed,143
ORD-021160,2025-10-10,CUST-10376,COD,Completed,117
ORD-018293,2025-08-02,CUST-09025,Credit Card,Completed,83
ORD-002091,2024-03-22,CUST-00827,COD,Completed,167
ORD-009443,2024-11-27,CUST-01877,Bank Transfer,Completed,75
ORD-011524,2025-01-19,CUST-09146,GCash,Completed,113
ORD-012190,2025-02-09,CUST-11257,ShopeePay,Completed,58
ORD-023081,2025-11-26,CUST-09650,GCash,Completed,110
ORD-003153,2024-04-30,CUST-05115,COD,Completed,52
ORD-007558,2024-09-30,CUST-05044,ShopeePay,Completed,111
ORD-004476,2024-06-18,CUST-00417,Bank Transfer,Completed,68
ORD-021639,2025-10-22,CUST-06544,COD,Cancelled,61
ORD-014890,2025-04-30,CUST-08668,GCash,Completed,115
ORD-006760,2024-09-06,CUST-11918,ShopeePay,Completed,138
ORD-013191,2025-03-10,CUST-09600,Maya,Completed,55
ORD-001639,2024-03-06,CUST-00475,Credit Card,Completed,131
ORD-020236,2025-09-19,CUST-11769,COD,Cancelled,65
ORD-018766,2025-08-15,CUST-04511,GCash,Completed,63
ORD-014768,2025-04-27,CUST-01283,COD,Completed,101
ORD-000488,2024-01-20,CUST-02703,COD,Completed,63
ORD-012960,2025-03-03,CUST-11353,Bank Transfer,Completed,90
ORD-010768,2024-12-28,CUST-03049,ShopeePay,Completed,179
ORD-006450,2024-08-26,CUST-01906,GCash,Completed,110
ORD-011388,2025-01-15,CUST-02518,GCash,Completed,153
ORD-002486,2024-04-06,CUST-09793,Credit Card,Completed,57
ORD-022192,2025-11-06,CUST-05824,COD,Completed,94
ORD-009484,2024-11-28,CUST-04341,GCash,Completed,155
ORD-007784,2024-10-07,CUST-07833,COD,Completed,70
ORD-015007,2025-05-03,CUST-04566,COD,Cancelled,157
ORD-020466,2025-09-25,CUST-02172,GCash,Completed,148
ORD-016124,2025-06-03,CUST-11675,COD,Cancelled,138
ORD-008134,2024-10-17,CUST-07354,COD,Completed,153
ORD-003103,2024-04-28,CUST-10825,COD,Cancelled,83
ORD-002301,2024-03-30,CUST-03848,GCash,Completed,72
ORD-020821,2025-10-04,CUST-08376,Maya,Completed,84
ORD-008713,2024-11-06,CUST-06725,Credit Card,Completed,136
ORD-002048,2024-03-20,CUST-08780,COD,Cancelled,104
ORD-021929,2025-10-30,CUST-08408,COD,Completed,76
ORD-002504,2024-04-07,CUST-03586,COD,Completed,135
ORD-002839,2024-04-19,CUST-03226,GCash,Completed,52
ORD-010468,2024-12-19,CUST-07915,Maya,Completed,103
ORD-009680,2024-12-04,CUST-09341,COD,Completed,88
ORD-015194,2025-05-09,CUST-10330,ShopeePay,Completed,54
ORD-007992,2024-10-13,CUST-07913,COD,Cancelled,60
ORD-016560,2025-06-16,CUST-09519,Bank Transfer,Returned,82
ORD-008073,2024-10-15,CUST-03085,COD,Completed,121
ORD-013506,2025-03-18,CUST-10966,ShopeePay,Completed,107
ORD-023609,2025-12-07,CUST-11755,Maya,Completed,95
ORD-013243,2025-03-12,CUST-06271,GCash,Cancelled,111
ORD-024649,2025-12-25,CUST-00212,Credit Card,Completed,131
ORD-004442,2024-06-17,CUST-00742,COD,Cancelled,55
ORD-011406,2025-01-15,CUST-03711,GCash,Completed,105
ORD-009069,2024-11-14,CUST-03862,COD,Returned,146
ORD-010215,2024-12-14,CUST-06550,COD,Completed,172
ORD-017793,2025-07-20,CUST-01438,COD,Cancelled,118
ORD-004193,2024-06-07,CUST-09221,COD,Returned,132
ORD-007811,2024-10-09,CUST-05504,ShopeePay,Completed,73
ORD-008799,2024-11-09,CUST-10463,GCash,Cancelled,51
ORD-017970,2025-07-25,CUST-04271,COD,Completed,60
ORD-005578,2024-07-28,CUST-00652,GCash,Completed,121
ORD-020116,2025-09-15,CUST-03527,Bank Transfer,Returned,61
ORD-019953,2025-09-12,CUST-03317,Maya,Completed,141
ORD-016092,2025-06-02,CUST-11685,Credit Card,Completed,139
ORD-015416,2025-05-15,CUST-05979,Bank Transfer,Completed,124
ORD-017152,2025-07-02,CUST-08417,GCash,Completed,51
ORD-005310,2024-07-20,CUST-02212,COD,Completed,55
ORD-019940,2025-09-11,CUST-07890,ShopeePay,Completed,104
ORD-017457,2025-07-11,CUST-11219,Credit Card,Completed,130
ORD-007993,2024-10-13,CUST-10751,COD,Completed,56
ORD-018516,2025-08-08,CUST-06441,COD,Completed,103
ORD-021665,2025-10-23,CUST-09832,COD,Cancelled,79
ORD-004376,2024-06-14,CUST-07189,COD,Completed,178
ORD-020579,2025-09-28,CUST-04477,GCash,Completed,114
ORD-010251,2024-12-14,CUST-09464,COD,Returned,59
ORD-006300,2024-08-21,CUST-08047,GCash,Cancelled,64
ORD-008259,2024-10-22,CUST-06813,GCash,Completed,126
ORD-000266,2024-01-11,CUST-10148,ShopeePay,Completed,67
ORD-011480,2025-01-18,CUST-05593,GCash,Completed,123
ORD-008705,2024-11-06,CUST-04413,ShopeePay,Completed,58
ORD-012139,2025-02-07,CUST-07562,Unknown,Completed,101
ORD-012933,2025-03-02,CUST-04788,Maya,Returned,128
ORD-006988,2024-09-11,CUST-11272,COD,Completed,153
ORD-016786,2025-06-22,CUST-07406,GCash,Completed,72
ORD-016913,2025-06-26,CUST-00251,COD,Cancelled,113
ORD-022679,2025-11-15,CUST-06747,COD,Completed,51
ORD-003639,2024-05-18,CUST-00674,GCash,Completed,51
ORD-022347,2025-11-10,CUST-09389,ShopeePay,Completed,140
ORD-015273,2025-05-11,CUST-04608,GCash,Completed,106
ORD-014746,2025-04-26,CUST-05091,GCash,Completed,51
ORD-024906,2025-12-30,CUST-10657,Credit Card,Completed,138
ORD-009797,2024-12-07,CUST-04536,GCash,Completed,70
ORD-013172,2025-03-09,CUST-00165,COD,Completed,126
ORD-003435,2024-05-10,CUST-07151,COD,Completed,116
ORD-013262,2025-03-12,CUST-02637,GCash,Completed,52
ORD-006985,2024-09-11,CUST-02614,ShopeePay,Completed,132
ORD-008955,2024-11-11,CUST-04074,Credit Card,Completed,108
ORD-001027,2024-02-09,CUST-06664,Unknown,Completed,56
ORD-012800,2025-02-27,CUST-01314,Credit Card,Completed,63
ORD-000218,2024-01-09,CUST-10215,GCash,Completed,66
ORD-018228,2025-07-31,CUST-03231,COD,Completed,148
ORD-014403,2025-04-15,CUST-10140,Maya,Completed,52
ORD-005007,2024-07-08,CUST-08821,GCash,Completed,79
ORD-020066,2025-09-14,CUST-06145,Credit Card,Completed,82
ORD-013763,2025-03-27,CUST-00882,ShopeePay,Completed,105
ORD-017014,2025-06-29,CUST-00854,GCash,Cancelled,121
ORD-001169,2024-02-15,CUST-06110,COD,Completed,112
ORD-006357,2024-08-23,CUST-00011,COD,Completed,128
ORD-020097,2025-09-15,CUST-00678,COD,Completed,67
ORD-015763,2025-05-24,CUST-09488,Credit Card,Completed,100
ORD-005072,2024-07-11,CUST-07338,Credit Card,Completed,62
ORD-011529,2025-01-20,CUST-05008,COD,Completed,109
ORD-013743,2025-03-26,CUST-08116,COD,Completed,116
ORD-011759,2025-01-27,CUST-00503,GCash,Completed,120
ORD-002399,2024-04-03,CUST-11454,GCash,Completed,145
ORD-008277,2024-10-23,CUST-04268,GCash,Completed,83
ORD-013270,2025-03-12,CUST-03792,Credit Card,Returned,89
ORD-010979,2025-01-02,CUST-02227,COD,Cancelled,97
ORD-022012,2025-11-01,CUST-06284,Bank Transfer,Completed,117
ORD-017505,2025-07-12,CUST-06784,GCash,Completed,94
ORD-008547,2024-11-01,CUST-11225,GCash,Completed,65
ORD-004141,2024-06-05,CUST-02605,COD,Completed,89
ORD-005805,2024-08-05,CUST-05532,Bank Transfer,Completed,141
ORD-004617,2024-06-23,CUST-11937,Credit Card,Completed,73
